datetime,depth,total_flow
2011-02-20 00:00:00,0.0,0.04260213300585747
2011-02-20 00:05:00,0.0,0.04260213300585747
2011-02-20 00:10:00,0.0,0.04260213300585747
2011-02-20 00:15:00,0.0,0.04260213300585747
2011-02-20 00:20:00,0.0,0.04260213300585747
2011-02-20 00:25:00,0.0,0.04260213300585747
2011-02-20 00:30:00,0.0,0.04260213300585747
2011-02-20 00:35:00,0.0,0.04260213300585747
2011-02-20 00:40:00,0.0,0.04260213300585747
2011-02-20 00:45:00,0.0,0.04260213300585747
2011-02-20 00:50:00,0.0,0.04260213300585747
2011-02-20 00:55:00,0.0,0.04260213300585747
2011-02-20 01:00:00,0.0,0.039012860506772995
2011-02-20 01:05:00,0.0,0.039012860506772995
2011-02-20 01:10:00,0.0,0.039012860506772995
2011-02-20 01:15:00,0.0,0.039012860506772995
2011-02-20 01:20:00,0.0,0.039012860506772995
2011-02-20 01:25:00,0.0,0.039012860506772995
2011-02-20 01:30:00,0.0,0.039012860506772995
2011-02-20 01:35:00,0.0,0.039012860506772995
2011-02-20 01:40:00,0.0,0.039012860506772995
2011-02-20 01:45:00,0.0,0.039012860506772995
2011-02-20 01:50:00,0.0,0.039012860506772995
2011-02-20 01:55:00,0.0,0.039012860506772995
2011-02-20 02:00:00,0.0,0.0331205315887928
2011-02-20 02:05:00,0.0,0.0331205315887928
2011-02-20 02:10:00,0.0,0.0331205315887928
2011-02-20 02:15:00,0.0,0.0331205315887928
2011-02-20 02:20:00,0.0,0.0331205315887928
2011-02-20 02:25:00,0.0,0.0331205315887928
2011-02-20 02:30:00,0.0,0.0331205315887928
2011-02-20 02:35:00,0.0,0.0331205315887928
2011-02-20 02:40:00,0.0,0.0331205315887928
2011-02-20 02:45:00,0.0,0.0331205315887928
2011-02-20 02:50:00,0.0,0.0331205315887928
2011-02-20 02:55:00,0.0,0.0331205315887928
2011-02-20 03:00:00,0.0,0.03337038680911064
2011-02-20 03:05:00,0.0,0.03337038680911064
2011-02-20 03:10:00,0.0,0.03337038680911064
2011-02-20 03:15:00,0.0,0.03337038680911064
2011-02-20 03:20:00,0.0,0.03337038680911064
2011-02-20 03:25:00,0.0,0.03337038680911064
2011-02-20 03:30:00,0.0,0.03337038680911064
2011-02-20 03:35:00,0.0,0.03337038680911064
2011-02-20 03:40:00,0.0,0.03337038680911064
2011-02-20 03:45:00,0.0,0.03337038680911064
2011-02-20 03:50:00,0.0,0.03337038680911064
2011-02-20 03:55:00,0.0,0.03337038680911064
2011-02-20 04:00:00,0.0,0.03376109153032303
2011-02-20 04:05:00,0.0,0.03376109153032303
2011-02-20 04:10:00,0.0,0.03376109153032303
2011-02-20 04:15:00,0.0,0.03376109153032303
2011-02-20 04:20:00,0.0,0.03376109153032303
2011-02-20 04:25:00,0.0,0.03376109153032303
2011-02-20 04:30:00,0.0,0.03376109153032303
2011-02-20 04:35:00,0.0,0.03376109153032303
2011-02-20 04:40:00,0.0,0.03376109153032303
2011-02-20 04:45:00,0.0,0.03376109153032303
2011-02-20 04:50:00,0.0,0.03376109153032303
2011-02-20 04:55:00,0.0,0.03376109153032303
2011-02-20 05:00:00,0.0,0.03856675699353218
2011-02-20 05:05:00,0.0,0.03856675699353218
2011-02-20 05:10:00,0.0,0.03856675699353218
2011-02-20 05:15:00,0.0,0.03856675699353218
2011-02-20 05:20:00,0.0,0.03856675699353218
2011-02-20 05:25:00,0.0,0.03856675699353218
2011-02-20 05:30:00,0.0,0.03856675699353218
2011-02-20 05:35:00,0.0,0.03856675699353218
2011-02-20 05:40:00,0.0,0.03856675699353218
2011-02-20 05:45:00,0.0,0.03856675699353218
2011-02-20 05:50:00,0.0,0.03856675699353218
2011-02-20 05:55:00,0.0,0.03856675699353218
2011-02-20 06:00:00,0.0,0.038673076778650284
2011-02-20 06:05:00,0.0,0.038673076778650284
2011-02-20 06:10:00,0.0,0.038673076778650284
2011-02-20 06:15:00,0.0,0.038673076778650284
2011-02-20 06:20:00,0.0,0.038673076778650284
2011-02-20 06:25:00,0.0,0.038673076778650284
2011-02-20 06:30:00,0.0,0.038673076778650284
2011-02-20 06:35:00,0.0,0.038673076778650284
2011-02-20 06:40:00,0.0,0.038673076778650284
2011-02-20 06:45:00,0.0,0.038673076778650284
2011-02-20 06:50:00,0.0,0.038673076778650284
2011-02-20 06:55:00,0.0,0.038673076778650284
2011-02-20 07:00:00,0.0,0.04892362281680107
2011-02-20 07:05:00,0.0,0.04892362281680107
2011-02-20 07:10:00,0.0,0.04892362281680107
2011-02-20 07:15:00,0.0,0.04892362281680107
2011-02-20 07:20:00,0.0,0.04892362281680107
2011-02-20 07:25:00,0.0,0.04892362281680107
2011-02-20 07:30:00,0.0,0.04892362281680107
2011-02-20 07:35:00,0.0,0.04892362281680107
2011-02-20 07:40:00,0.0,0.04892362281680107
2011-02-20 07:45:00,0.0,0.04892362281680107
2011-02-20 07:50:00,0.0,0.04892362281680107
2011-02-20 07:55:00,0.0,0.04892362281680107
2011-02-20 08:00:00,0.0,0.05860535427927971
2011-02-20 08:05:00,0.0,0.05860535427927971
2011-02-20 08:10:00,0.0,0.05860535427927971
2011-02-20 08:15:00,0.0,0.05860535427927971
2011-02-20 08:20:00,0.0,0.05860535427927971
2011-02-20 08:25:00,0.0,0.05860535427927971
2011-02-20 08:30:00,0.0,0.05860535427927971
2011-02-20 08:35:00,0.0,0.05860535427927971
2011-02-20 08:40:00,0.0,0.05860535427927971
